9,9,9,
6,6,6,
14,14,14,
11,11,11,
11,11,11,
8,8,7,
9,9,9,
13,13,13,
10,10,10,
9,10,11,
12,12,12,
9,10,10,
12,12,12,
9,9,10,
13,14,14,
13,13,13,
12,12,13,
11,11,12,
12,12,13,
12,12,12,
11,11,12,
12,12,13,
13,13,13,
10,10,10,
14,14,15,
10,10,10,
8,8,9,
8,8,8,
10,10,11,
9,9,9,
12,13,13,
10,10,11,
13,13,14,
13,13,14,
12,12,12,
12,13,13,
13,13,13,
12,12,13,
14,14,14,
10,10,10,
10,10,10,
12,12,12,
13,13,14,
12,12,12,
12,12,12,
12,12,12,
10,10,10,
10,10,10,
12,13,13,
11,11,12,
13,14,14,
8,8,9,
12,13,13,
11,11,12,
13,14,14,
14,14,14,
13,13,13,
11,11,11,
12,13,13,
12,12,13,
13,13,13,
10,10,11,
12,12,12,
11,11,12,
12,12,13,
12,13,13,
12,12,12,
13,14,14,
11,11,11,
12,12,13,
7,7,7,
13,13,14,
14,14,14,
14,14,14,
11,11,12,
10,10,10,
11,11,11,
14,14,15,
9,9,9,
11,11,12,
14,14,14,
11,11,12,
12,12,13,
13,13,14,
11,12,12,
13,13,14,
12,12,13,
12,13,13,
9,10,10,
11,11,12,
12,12,12,
12,12,12,
13,13,13,
12,12,12,
13,14,14,
11,11,12,
9,9,9,
10,11,11,
6,6,6,
13,14,14,
